id,query,user_feedback,extra_results,date_created,num_doc_feedback,extra_results_size
146,Projeto de lei para permitir a desaposentação e recálculo da aposentadoria.,"[{'id': 'PL 1990/2015', 'class': 'r', 'score': '58.176280339977836', 'score_normalized': '1.0'}, {'id': 'PL 10466/2018', 'class': 'r', 'score': '55.90129868956354', 'score_normalized': '0.9313427919925459'}, {'id': 'PL 3541/2015', 'class': 'r', 'score': '55.09209833363255', 'score_normalized': '0.9069217435209056'}, {'id': 'PL 5668/2009', 'class': 'r', 'score': '52.441274831745424', 'score_normalized': '0.8269219155983514'}, {'id': 'PL 7098/2017', 'class': 'r', 'score': '51.84709940574311', 'score_normalized': '0.8089901552219415'}, {'id': 'PL 7842/2014', 'class': 'r', 'score': '51.53856530116644', 'score_normalized': '0.7996788316816148'}, {'id': 'PL 2920/2015', 'class': 'r', 'score': '50.152255326203786', 'score_normalized': '0.7578410558487916'}, {'id': 'PL 5693/2009', 'class': 'r', 'score': '48.786462293380765', 'score_normalized': '0.716622465653752'}, {'id': 'PL 6237/2005', 'class': 'r', 'score': '48.18049399129688', 'score_normalized': '0.6983348052875593'}, {'id': 'PL 1168/2011', 'class': 'r', 'score': '47.098896149234186', 'score_normalized': '0.6656930088100412'}, {'id': 'PL 6656/2006', 'class': 'r', 'score': '46.17333407498185', 'score_normalized': '0.6377602525857522'}, {'id': 'PL 7369/2010', 'class': 'r', 'score': '44.21747292988685', 'score_normalized': '0.5787338576044871'}]",['PL 6951/2010'],2022-06-29 20:32:57.572314,12,1
157,"Impedir a retirada de conteúdo da internet sem ordem judicial. Muitas plataformas de internet utilizam seus termos de serviço para retirarem conteúdo de suas redes, o que é contrário à liberdade de expressão. As plataformas, em especial as redes sociais, se tornaram arenas públicas de debate.","[{'id': 'PL 3573/2020', 'class': 'r', 'score': '267.8890006563869', 'score_normalized': '1.0'}, {'id': 'PL 2602/2019', 'class': 'r', 'score': '250.21443950792937', 'score_normalized': '0.811652831410816'}, {'id': 'PL 213/2021', 'class': 'r', 'score': '244.15404290738923', 'score_normalized': '0.7470708295918419'}, {'id': 'PL 649/2021', 'class': 'r', 'score': '243.87256285905886', 'score_normalized': '0.7440712660003014'}, {'id': 'PL 1589/2021', 'class': 'i', 'score': '243.22636469129316', 'score_normalized': '0.7371851207532489'}, {'id': 'PL 283/2020', 'class': 'r', 'score': '240.2293173744969', 'score_normalized': '0.7052473899374742'}, {'id': 'PL 2401/2021', 'class': 'r', 'score': '239.0397314998796', 'score_normalized': '0.6925706886946028'}, {'id': 'PL 3496/2019', 'class': 'r', 'score': '237.34032971498482', 'score_normalized': '0.6744611859017557'}, {'id': 'PL 388/2021', 'class': 'r', 'score': '237.26988392616994', 'score_normalized': '0.6737104874968072'}, {'id': 'PL 2393/2021', 'class': 'r', 'score': '235.98558607940723', 'score_normalized': '0.6600244977270384'}, {'id': 'PL 495/2021', 'class': 'r', 'score': '234.64661004369063', 'score_normalized': '0.6457558353813257'}, {'id': 'PL 3395/2020', 'class': 'r', 'score': '232.84648460274917', 'score_normalized': '0.6265729811617023'}]","['PL 3227/2021', 'PL 7460/2017', 'PL 2854/2020', 'PL 2630/2020']",2022-06-30 13:54:04.814273,12,4
165,exportação de commodities,"[{'id': 'PL 3885/2021', 'class': 'r', 'score': '32.04813129798698', 'score_normalized': '1.0'}, {'id': 'PFC 180/2018', 'class': 'pr', 'score': '31.243384132722742', 'score_normalized': '0.9592887643742023'}, {'id': 'PEC 283/2008', 'class': 'pr', 'score': '29.841270443179724', 'score_normalized': '0.8883574417762533'}, {'id': 'PLP 390/2008', 'class': 'r', 'score': '29.605279635883043', 'score_normalized': '0.8764189376397115'}, {'id': 'PDL 355/2020', 'class': 'i', 'score': '25.9014032765315', 'score_normalized': '0.6890440828990034'}, {'id': 'PLP 50/2022', 'class': 'r', 'score': '25.550464968345175', 'score_normalized': '0.6712905165972182'}, {'id': 'PLP 11/2011', 'class': 'r', 'score': '25.333596864944248', 'score_normalized': '0.6603194081070428'}, {'id': 'PLP 126/2019', 'class': 'r', 'score': '24.667230885530998', 'score_normalized': '0.6266087178780183'}, {'id': 'PEC 122/2011', 'class': 'pr', 'score': '24.366127299897634', 'score_normalized': '0.6113762330037565'}, {'id': 'INC 1037/2021', 'class': 'pr', 'score': '23.19572077457286', 'score_normalized': '0.552166709954585'}, {'id': 'PL 5043/2019', 'class': 'pr', 'score': '22.904641782697123', 'score_normalized': '0.5374413577750818'}, {'id': 'PFC 143/2013', 'class': 'i', 'score': '22.11704987010961', 'score_normalized': '0.497597986696173'}]",[],2022-06-30 14:52:08.079473,12,0
168,liquidação extrajudicial,"[{'id': 'PL 1111/2003', 'class': 'r', 'score': '32.26454884251302', 'score_normalized': '1.0'}, {'id': 'INC 916/2011', 'class': 'i', 'score': '30.64467444155555', 'score_normalized': '0.9252997479633776'}, {'id': 'INC 915/2011', 'class': 'i', 'score': '30.51470488539966', 'score_normalized': '0.9193062224183141'}, {'id': 'PLP 220/2016', 'class': 'r', 'score': '27.84590415070542', 'score_normalized': '0.7962348982469181'}, {'id': 'INC 1641/2011', 'class': 'i', 'score': '27.36423899915931', 'score_normalized': '0.7740229858934139'}, {'id': 'PLP 186/2004', 'class': 'pr', 'score': '27.341962232579938', 'score_normalized': '0.7729956963226569'}, {'id': 'PLP 326/2002', 'class': 'pr', 'score': '27.341962232579938', 'score_normalized': '0.7729956963226569'}, {'id': 'INC 554/2011', 'class': 'i', 'score': '26.94399355040541', 'score_normalized': '0.7546434334289732'}, {'id': 'PL 4438/2008', 'class': 'r', 'score': '25.200776546782244', 'score_normalized': '0.6742552567603334'}, {'id': 'PL 7161/2006', 'class': 'pr', 'score': '24.917381091396454', 'score_normalized': '0.6611865201157893'}, {'id': 'PL 1969/2003', 'class': 'i', 'score': '24.498421742341037', 'score_normalized': '0.6418662759357218'}, {'id': 'PL 3888/2019', 'class': 'i', 'score': '24.418330978208807', 'score_normalized': '0.6381729030032605'}]",[],2022-06-30 15:13:11.633968,12,0
170,lei das sociedades anônimas,"[{'id': 'PL 4493/2012', 'class': 'r', 'score': '39.98914436278051', 'score_normalized': '1.0'}, {'id': 'PL 3566/2021', 'class': 'r', 'score': '38.46325928947529', 'score_normalized': '0.9438591372833578'}, {'id': 'PL 6104/2013', 'class': 'r', 'score': '37.70228348632649', 'score_normalized': '0.9158610666274052'}, {'id': 'PL 896/2003', 'class': 'r', 'score': '37.20451101945658', 'score_normalized': '0.8975468592106333'}, {'id': 'PL 5516/2019', 'class': 'pr', 'score': '35.864459991789694', 'score_normalized': '0.8482432634853124'}, {'id': 'PL 6962/2010', 'class': 'r', 'score': '35.698049703180594', 'score_normalized': '0.8421206417158998'}, {'id': 'PL 4917/2009', 'class': 'pr', 'score': '35.236204345010506', 'score_normalized': '0.8251282762337592'}, {'id': 'PL 7603/2014', 'class': 'r', 'score': '34.7034272235708', 'score_normalized': '0.8055261661164322'}, {'id': 'PL 5817/2016', 'class': 'r', 'score': '34.529828192108084', 'score_normalized': '0.7991390537685936'}, {'id': 'PL 1454/2003', 'class': 'pr', 'score': '34.34247820239737', 'score_normalized': '0.7922460116671133'}, {'id': 'PL 2104/2015', 'class': 'pr', 'score': '33.89735951968321', 'score_normalized': '0.7758690594994515'}, {'id': 'PL 7012/2017', 'class': 'r', 'score': '33.894441265827986', 'score_normalized': '0.7757616901490827'}]",[],2022-06-30 15:35:55.281753,12,0
174,defesa da concorrência,"[{'id': 'PLP 344/2002', 'class': 'pr', 'score': '29.12211190498258', 'score_normalized': '1.0'}, {'id': 'PL 4063/2019', 'class': 'r', 'score': '27.435518089473028', 'score_normalized': '0.9193684798535852'}, {'id': 'INC 1716/2004', 'class': 'pr', 'score': '27.41534309467798', 'score_normalized': '0.9184039675422558'}, {'id': 'PDC 131/2007', 'class': 'pr', 'score': '26.703370731650953', 'score_normalized': '0.8843664812161481'}, {'id': 'PL 3045/2004', 'class': 'r', 'score': '26.573954638284953', 'score_normalized': '0.8781794454025736'}, {'id': 'PDC 7/2015', 'class': 'r', 'score': '25.733485607477153', 'score_normalized': '0.8379988785305537'}, {'id': 'PL 11275/2018', 'class': 'r', 'score': '25.32179221630679', 'score_normalized': '0.81831692330278'}, {'id': 'INC 2525/2012', 'class': 'pr', 'score': '24.574643051482557', 'score_normalized': '0.7825977285672643'}, {'id': 'INC 1229/2003', 'class': 'pr', 'score': '24.520271194673334', 'score_normalized': '0.779998356135446'}, {'id': 'INC 1252/2019', 'class': 'pr', 'score': '24.26772711972444', 'score_normalized': '0.7679249022428457'}, {'id': 'INC 459/2011', 'class': 'pr', 'score': '23.432179343977083', 'score_normalized': '0.7279796073568267'}, {'id': 'PLP 265/2007', 'class': 'r', 'score': '23.245544552420775', 'score_normalized': '0.7190570992715898'}]","['PL 4323/2019', 'PL 9049/2017', 'PL 10830/2018', 'PL 3712/2003', 'PLP 499/2018']",2022-06-30 16:52:37.068405,12,5
175,"Possibilitar dedução do imposto de renda de pessoa física de doações para atividades de CTI (ciência, tecnologia e inovação) indicadas em cadastro criado para tal finalidade. ","[{'id': 'PL 5425/2016', 'class': 'r', 'score': '149.9652640012366', 'score_normalized': '1.0'}, {'id': 'PL 2119/2003', 'class': 'pr', 'score': '143.63065630304246', 'score_normalized': '0.8882950368938652'}, {'id': 'PL 6461/2016', 'class': 'i', 'score': '140.548674700892', 'score_normalized': '0.833947134456253'}, {'id': 'PL 3631/2015', 'class': 'r', 'score': '139.79849136464972', 'score_normalized': '0.820718343362896'}, {'id': 'PL 2805/2019', 'class': 'r', 'score': '139.3621348176785', 'score_normalized': '0.8130235981943142'}, {'id': 'PL 2924/2011', 'class': 'pr', 'score': '139.30409550848555', 'score_normalized': '0.8120001285177384'}, {'id': 'PL 4289/2020', 'class': 'r', 'score': '139.0410006712006', 'score_normalized': '0.8073606937662057'}, {'id': 'INC 2356/2016', 'class': 'r', 'score': '138.17335596148712', 'score_normalized': '0.7920605797093544'}, {'id': 'PL 4207/2004', 'class': 'pr', 'score': '137.09527859880174', 'score_normalized': '0.7730496799406663'}, {'id': 'PL 3229/2004', 'class': 'r', 'score': '136.2383195034584', 'score_normalized': '0.7579379968357939'}, {'id': 'INC 6857/2005', 'class': 'pr', 'score': '136.06452367587605', 'score_normalized': '0.7548732677423693'}, {'id': 'PL 3039/2008', 'class': 'r', 'score': '135.4323143592037', 'score_normalized': '0.7437248396535436'}]",[],2022-06-30 17:43:47.505975,12,0
177,Pl para facilitar o financiamento imobiliário para famílias ,"[{'id': 'PL 3078/2015', 'class': 'r', 'score': '69.58502672762219', 'score_normalized': '1.0'}, {'id': 'INC 5120/2013', 'class': 'r', 'score': '57.98674057073793', 'score_normalized': '0.679718606429145'}, {'id': 'PL 758/2020', 'class': 'pr', 'score': '56.541670519856574', 'score_normalized': '0.6398136546592604'}, {'id': 'PL 3448/2008', 'class': 'r', 'score': '55.84481965610127', 'score_normalized': '0.6205704352097966'}, {'id': 'PL 658/2020', 'class': 'pr', 'score': '54.96322097658705', 'score_normalized': '0.5962254889112055'}, {'id': 'PL 1560/2020', 'class': 'pr', 'score': '54.821792272308436', 'score_normalized': '0.5923199996100651'}, {'id': 'PL 4970/2016', 'class': 'i', 'score': '54.40410066489148', 'score_normalized': '0.5807856359724731'}, {'id': 'INC 1784/2019', 'class': 'r', 'score': '54.39648773318232', 'score_normalized': '0.580575408328148'}, {'id': 'PL 2538/2003', 'class': 'pr', 'score': '54.32136135926099', 'score_normalized': '0.5785008277040817'}, {'id': 'INC 355/2020', 'class': 'r', 'score': '54.254013587528924', 'score_normalized': '0.576641049639248'}, {'id': 'PL 795/2020', 'class': 'r', 'score': '54.17212777643498', 'score_normalized': '0.574379810234038'}, {'id': 'PL 1148/2020', 'class': 'r', 'score': '54.13079909073861', 'score_normalized': '0.5732385373881851'}]","['PL 7562/2010', 'MP 1070/2021', 'MP 996/2020']",2022-06-30 18:03:23.173306,12,3
197,Regulamentar a profissão de garçom,"[{'id': 'PL 4251/2019', 'class': 'r', 'score': '58.595789106363775', 'score_normalized': '1.0'}, {'id': 'PL 6997/2002', 'class': 'r', 'score': '51.82904848946886', 'score_normalized': '0.8287652255337548'}, {'id': 'PL 1860/2003', 'class': 'r', 'score': '51.14362338550146', 'score_normalized': '0.8114202998544227'}, {'id': 'PL 6227/2013', 'class': 'r', 'score': '47.964370402428926', 'score_normalized': '0.7309681740306057'}, {'id': 'PL 4303/2008', 'class': 'r', 'score': '45.71559541052821', 'score_normalized': '0.6740621242254706'}, {'id': 'PL 5063/2019', 'class': 'r', 'score': '45.564559374651324', 'score_normalized': '0.6702401036983233'}, {'id': 'PL 363/2020', 'class': 'i', 'score': '42.394380377683106', 'score_normalized': '0.5900175983154321'}, {'id': 'PL 6178/2016', 'class': 'i', 'score': '40.60824605482016', 'score_normalized': '0.5448188349435619'}, {'id': 'PL 965/2007', 'class': 'r', 'score': '40.25999318230009', 'score_normalized': '0.536006172325121'}, {'id': 'PL 2437/2007', 'class': 'i', 'score': '35.618730463991135', 'score_normalized': '0.4185573709296693'}, {'id': 'PL 1408/2007', 'class': 'r', 'score': '35.24624837948383', 'score_normalized': '0.4091315794970737'}, {'id': 'PL 6646/2009', 'class': 'r', 'score': '35.161370653326344', 'score_normalized': '0.4069837184929889'}]",[],2022-07-01 10:26:44.564858,12,0
199,projeto de lei para criar multa diária caso o cadastro do consumidor não seja excluído do banco de dados de cadastro positivo,"[{'id': 'PL 904/2019', 'class': 'r', 'score': '134.58255106579702', 'score_normalized': '1.0'}, {'id': 'PL 2407/2011', 'class': 'r', 'score': '132.63656765307758', 'score_normalized': '0.9659229639682296'}, {'id': 'PL 5029/2005', 'class': 'r', 'score': '132.38657414308332', 'score_normalized': '0.9615452093624605'}, {'id': 'PL 2684/2011', 'class': 'r', 'score': '129.6691094646986', 'score_normalized': '0.9139583999605397'}, {'id': 'PL 5407/2005', 'class': 'r', 'score': '129.0730661296199', 'score_normalized': '0.9035208031787718'}, {'id': 'PL 7654/2014', 'class': 'i', 'score': '128.8015088756015', 'score_normalized': '0.8987654356512856'}, {'id': 'PL 2731/2003', 'class': 'r', 'score': '128.5542878617057', 'score_normalized': '0.8944362315361458'}, {'id': 'PL 6573/2009', 'class': 'r', 'score': '127.04511822476817', 'score_normalized': '0.8680084481543211'}, {'id': 'PL 5242/2005', 'class': 'r', 'score': '126.08743543672705', 'score_normalized': '0.8512380118485575'}, {'id': 'PL 6487/2002', 'class': 'pr', 'score': '125.67021814706182', 'score_normalized': '0.843931922536557'}, {'id': 'PL 3434/2019', 'class': 'r', 'score': '125.49956250660989', 'score_normalized': '0.8409434908928473'}, {'id': 'PL 2308/2003', 'class': 'i', 'score': '125.17316994966978', 'score_normalized': '0.8352278764376313'}]","['PLP 411/2021', 'PL 4374/2020']",2022-07-01 11:03:24.844186,12,2
203,Solicito a elaboração de projeto de lei para permitir o uso do FGTS para o pagamento de mensalidade escolar,"[{'id': 'PL 6436/2005', 'class': 'r', 'score': '99.99658372221523', 'score_normalized': '1.0'}, {'id': 'PL 485/2003', 'class': 'r', 'score': '94.8168644214777', 'score_normalized': '0.8896388516522895'}, {'id': 'PL 1450/2003', 'class': 'i', 'score': '93.13475368450591', 'score_normalized': '0.8537991349028147'}, {'id': 'PL 10031/2018', 'class': 'r', 'score': '89.64112268162475', 'score_normalized': '0.7793624507901777'}, {'id': 'PL 7340/2014', 'class': 'i', 'score': '89.48114650798449', 'score_normalized': '0.775953935153298'}, {'id': 'PL 107/2022', 'class': 'r', 'score': '88.84582791471846', 'score_normalized': '0.7624175858940808'}, {'id': 'PL 912/2011', 'class': 'r', 'score': '88.78938925055479', 'score_normalized': '0.7612150813901348'}, {'id': 'PL 3696/2019', 'class': 'r', 'score': '88.44764458329263', 'score_normalized': '0.753933734326523'}, {'id': 'PL 2422/2011', 'class': 'r', 'score': '88.16035900063179', 'score_normalized': '0.7478127140616455'}, {'id': 'PL 3286/2004', 'class': 'r', 'score': '86.44228956174855', 'score_normalized': '0.7112068469851686'}, {'id': 'PL 7373/2002', 'class': 'r', 'score': '86.0402207936702', 'score_normalized': '0.7026402107673414'}, {'id': 'PL 253/2007', 'class': 'r', 'score': '85.98664067838719', 'score_normalized': '0.7014986116365943'}]","['PL 3961/2004', 'PL 2752/2003', 'PL 2765/2003', 'PL 1986/2015', 'PL 4935/2016', 'PL 10277/2018', 'PL 1647/2019', 'PL 4860/2020']",2022-07-01 11:25:25.857634,12,8
220,"Elaborar projeto de lei para estabelecer identificação do motociclista e passageiro.
Pode ser no capacete, colete ou outro acessório.","[{'id': 'PL 7455/2006', 'class': 'r', 'score': '114.23545852837536', 'score_normalized': '1.0'}, {'id': 'PL 3556/2004', 'class': 'i', 'score': '111.61499663613463', 'score_normalized': '0.9313722288184808'}, {'id': 'INC 2206/2016', 'class': 'i', 'score': '108.22300176914838', 'score_normalized': '0.8425386349128781'}, {'id': 'PL 1018/2015', 'class': 'r', 'score': '107.46852853728954', 'score_normalized': '0.8227795930157585'}, {'id': 'PL 3294/2019', 'class': 'r', 'score': '105.6488144887202', 'score_normalized': '0.7751227582757477'}, {'id': 'PL 703/2007', 'class': 'i', 'score': '105.17647823415743', 'score_normalized': '0.7627526549382968'}, {'id': 'PL 2216/2011', 'class': 'i', 'score': '104.9306370304496', 'score_normalized': '0.756314273244975'}, {'id': 'INC 2041/2016', 'class': 'i', 'score': '104.512590524251', 'score_normalized': '0.7453659743761449'}, {'id': 'PL 5643/2013', 'class': 'i', 'score': '103.84819311178686', 'score_normalized': '0.7279659451174886'}, {'id': 'INC 6991/2005', 'class': 'i', 'score': '103.39885479369426', 'score_normalized': '0.7161981390797603'}, {'id': 'PL 6614/2013', 'class': 'i', 'score': '102.71713882455316', 'score_normalized': '0.6983445508709282'}, {'id': 'PL 5251/2009', 'class': 'i', 'score': '102.45481994576068', 'score_normalized': '0.6914746322341914'}]","['PL 5651/2009', 'PL 833/2021', 'PL 1228/2011', 'PL 1371/2011', 'PL 1919/2011', 'PL 3515/2012', 'PL 4986/2013', 'PL 5064/2013', 'PL 6746/2013', 'PL 6735/2016']",2022-07-01 15:18:00.67846,12,10
223,Gratuidade para obtenção da carteira de motorista (CNH) para pessoas de baixa renda. ,"[{'id': 'PL 1469/2007', 'class': 'r', 'score': '105.17702445291496', 'score_normalized': '1.0'}, {'id': 'PL 5445/2005', 'class': 'r', 'score': '95.21766986775556', 'score_normalized': '0.816088385626652'}, {'id': 'PL 9430/2017', 'class': 'r', 'score': '91.93967465504649', 'score_normalized': '0.75555621094379'}, {'id': 'PL 6367/2019', 'class': 'i', 'score': '87.82690282242265', 'score_normalized': '0.6796088690935274'}, {'id': 'PL 5888/2013', 'class': 'r', 'score': '87.63429625323374', 'score_normalized': '0.6760521541703306'}, {'id': 'PL 2606/2020', 'class': 'i', 'score': '85.04369467846021', 'score_normalized': '0.6282135403584787'}, {'id': 'PL 3904/2019', 'class': 'r', 'score': '84.62613681980471', 'score_normalized': '0.6205028258515323'}, {'id': 'PL 536/2019', 'class': 'r', 'score': '81.99937791931978', 'score_normalized': '0.5719965229754799'}, {'id': 'PL 4167/2021', 'class': 'r', 'score': '81.61427189147489', 'score_normalized': '0.5648850710555531'}, {'id': 'PL 7123/2017', 'class': 'i', 'score': '81.46186323076539', 'score_normalized': '0.5620706594793923'}, {'id': 'PL 3528/2008', 'class': 'i', 'score': '80.94785771744458', 'score_normalized': '0.5525789215416252'}]","['PL 10141/2018', 'PL 923/2019', 'PL 3352/2019', 'PL 5122/2020', 'PL 3965/2021']",2022-07-01 16:15:05.239019,11,5
236,"Solicito minuta de proposição que permita a prática de pesca esportiva, na modalidade pesque e solte , em unidades de conservação de proteção integral. ","[{'id': 'PL 7985/2017', 'class': 'pr', 'score': '179.2808161182494', 'score_normalized': '1.0'}, {'id': 'PL 6439/2016', 'class': 'pr', 'score': '160.2152544482825', 'score_normalized': '0.7962453409181418'}, {'id': 'PDL 46/2020', 'class': 'r', 'score': '154.97130670608195', 'score_normalized': '0.7402029959324034'}, {'id': 'PDL 34/2020', 'class': 'r', 'score': '140.7041524167376', 'score_normalized': '0.5877291685878415'}, {'id': 'PDL 42/2020', 'class': 'r', 'score': '138.29867382375562', 'score_normalized': '0.5620216925047306'}, {'id': 'PL 1543/2011', 'class': 'i', 'score': '131.19700835128944', 'score_normalized': '0.48612582054963677'}, {'id': 'PL 4811/2009', 'class': 'i', 'score': '130.64732027972093', 'score_normalized': '0.4802512752536418'}, {'id': 'PL 3415/2015', 'class': 'i', 'score': '129.77075141638926', 'score_normalized': '0.47088333776500935'}, {'id': 'PL 9078/2017', 'class': 'pr', 'score': '129.63361865563905', 'score_normalized': '0.469417792747281'}, {'id': 'PL 2912/2019', 'class': 'i', 'score': '127.18355423989392', 'score_normalized': '0.4432338256342047'}, {'id': 'PDL 58/2020', 'class': 'r', 'score': '127.07274956464819', 'score_normalized': '0.44204965024927834'}, {'id': 'PL 3729/2012', 'class': 'i', 'score': '126.3443552473873', 'score_normalized': '0.43426526191812076'}]","['PL 2877/2019', 'PL 41969/2012', 'PL 4119/2012']",2022-07-04 11:19:44.404296,12,3
241,Elaborar projeto de lei ampliando o prazo da licença paternidade,"[{'id': 'PL 7601/2017', 'class': 'r', 'score': '78.74105699170383', 'score_normalized': '1.0'}, {'id': 'PL 3831/2012', 'class': 'r', 'score': '75.73473199234694', 'score_normalized': '0.9264994708452041'}, {'id': 'PL 7985/2014', 'class': 'r', 'score': '75.15300013043937', 'score_normalized': '0.9122769234873643'}, {'id': 'PL 2513/2019', 'class': 'r', 'score': '74.85194689894962', 'score_normalized': '0.9049165842615683'}, {'id': 'PL 9598/2018', 'class': 'r', 'score': '73.94711959883958', 'score_normalized': '0.8827947959100029'}, {'id': 'PL 1099/2015', 'class': 'r', 'score': '73.21696895548602', 'score_normalized': '0.8649436126012517'}, {'id': 'PL 879/2011', 'class': 'r', 'score': '72.3032455373572', 'score_normalized': '0.8426043263471162'}, {'id': 'PLP 333/2013', 'class': 'r', 'score': '71.09436258142944', 'score_normalized': '0.8130487936066734'}, {'id': 'PL 5939/2016', 'class': 'i', 'score': '71.05971132469303', 'score_normalized': '0.8122016178334122'}, {'id': 'PL 2915/2015', 'class': 'r', 'score': '71.03668168639379', 'score_normalized': '0.8116385747154528'}, {'id': 'PL 480/2021', 'class': 'r', 'score': '70.90795183000856', 'score_normalized': '0.8084913060188349'}, {'id': 'PL 5044/2016', 'class': 'r', 'score': '70.43824338887826', 'score_normalized': '0.7970075778860028'}]","['PEC 166/2015', 'PEC 349/2009', 'PL 569/2020', 'PL 559/2020', 'PL 2786/2019', 'PL 11033/2018', 'PL 7824/2017', 'PL 4878/2016', 'PL 2534/2015', 'PL 2272/2011']",2022-07-04 13:33:52.496021,12,10
249,Elaboração de proposição que condicione a matrícula em escola pública a estar com vacinação atualizada das crianças,"[{'id': 'INC 6263/2014', 'class': 'r', 'score': '98.90546638189915', 'score_normalized': '1.0'}, {'id': 'PL 3904/2008', 'class': 'r', 'score': '95.88673256399271', 'score_normalized': '0.9281473202840984'}, {'id': 'PL 43/2015', 'class': 'r', 'score': '94.84049513020685', 'score_normalized': '0.9032445074588399'}, {'id': 'INC 495/2015', 'class': 'r', 'score': '87.73790203426998', 'score_normalized': '0.7341867575348474'}, {'id': 'INC 6619/2014', 'class': 'r', 'score': '87.71801858525', 'score_normalized': '0.7337134865609026'}, {'id': 'PL 6183/2009', 'class': 'r', 'score': '85.84718588585554', 'score_normalized': '0.6891834448744675'}, {'id': 'PL 6403/2013', 'class': 'i', 'score': '84.29208489584285', 'score_normalized': '0.6521685306417325'}, {'id': 'PL 5057/2016', 'class': 'i', 'score': '83.50201427646985', 'score_normalized': '0.6333630663010169'}, {'id': 'PL 4729/2020', 'class': 'i', 'score': '82.83272538356488', 'score_normalized': '0.6174324797173137'}, {'id': 'PL 3146/2012', 'class': 'r', 'score': '81.85675149937462', 'score_normalized': '0.5942020979937469'}, {'id': 'PL 380/2019', 'class': 'i', 'score': '81.23609388126623', 'score_normalized': '0.5794290455362416'}, {'id': 'PL 2454/2019', 'class': 'r', 'score': '81.1182630722116', 'score_normalized': '0.576624406275421'}]",[],2022-07-04 14:52:45.867912,12,0
250,"PL que torne o Serviço Militar facultativo. 
","[{'id': 'PEC 50/2003', 'class': 'r', 'score': '56.285006326481046', 'score_normalized': '1.0'}, {'id': 'PEC 18/2003', 'class': 'r', 'score': '56.285006326481046', 'score_normalized': '1.0'}, {'id': 'PEC 264/2008', 'class': 'r', 'score': '54.172908574373686', 'score_normalized': '0.9356497456600344'}, {'id': 'PEC 315/2017', 'class': 'r', 'score': '52.69410647287181', 'score_normalized': '0.89059440139144'}, {'id': 'PEC 162/2007', 'class': 'r', 'score': '50.557101192104135', 'score_normalized': '0.8254852779116951'}, {'id': 'PL 2279/2015', 'class': 'i', 'score': '48.93665091405761', 'score_normalized': '0.7761142734524935'}, {'id': 'PL 26/2007', 'class': 'i', 'score': '48.30122762707233', 'score_normalized': '0.7567545397042607'}, {'id': 'PL 2132/2007', 'class': 'i', 'score': '48.28509946895592', 'score_normalized': '0.7562631556876873'}, {'id': 'PL 5953/2005', 'class': 'i', 'score': '48.26900043844665', 'score_normalized': '0.7557726591153271'}, {'id': 'PL 351/2011', 'class': 'i', 'score': '48.26900043844665', 'score_normalized': '0.7557726591153271'}, {'id': 'PEC 539/2002', 'class': 'r', 'score': '42.888435237487776', 'score_normalized': '0.5918405026471862'}, {'id': 'PL 4570/2021', 'class': 'i', 'score': '41.448766806450735', 'score_normalized': '0.5479774619285369'}]","['PEC 80/1995', 'PEC 354/2001', 'PEC 535/2011']",2022-07-04 14:55:46.07559,12,3
254,Projeto de lei para adicionar a disciplina da educação moral e cívica na grade escolar do ensino fundamental,"[{'id': 'INC 5583/2018', 'class': 'r', 'score': '124.71901890331226', 'score_normalized': '1.0'}, {'id': 'INC 283/2015', 'class': 'r', 'score': '122.6642513608237', 'score_normalized': '0.9709927035583164'}, {'id': 'INC 1699/2011', 'class': 'r', 'score': '122.55798907793883', 'score_normalized': '0.9694925915132923'}, {'id': 'PL 5072/2005', 'class': 'r', 'score': '121.77463728748535', 'score_normalized': '0.958433959753766'}, {'id': 'PL 5960/2013', 'class': 'r', 'score': '117.82789037656877', 'score_normalized': '0.9027174588562472'}, {'id': 'INC 425/2015', 'class': 'r', 'score': '116.93874384320137', 'score_normalized': '0.890165315346015'}, {'id': 'PL 5985/2016', 'class': 'r', 'score': '115.84497460971762', 'score_normalized': '0.8747244989332588'}, {'id': 'INC 915/2020', 'class': 'r', 'score': '114.73779791163592', 'score_normalized': '0.8590944084094013'}, {'id': 'PL 542/2015', 'class': 'r', 'score': '114.46411626205307', 'score_normalized': '0.8552308255096617'}, {'id': 'PL 7877/2010', 'class': 'r', 'score': '113.87414172193783', 'score_normalized': '0.8469021138552805'}, {'id': 'INC 723/2015', 'class': 'r', 'score': '113.87034844157836', 'score_normalized': '0.8468485638523734'}, {'id': 'INC 1062/2019', 'class': 'r', 'score': '112.59189620026335', 'score_normalized': '0.8288005645612001'}]",['PL 516/2021'],2022-07-04 15:34:21.444816,12,1
